doi,Name,Name_Variants,Institution,code
10.1002/wat2.1520,Manuela Irene Brunner,"['M. I. Brunner', 'Manuela Irene Brunner', 'Manuela Brunner', 'Manuela I Brunner', 'Manuela I. Brunner', 'M. Brunner']",Physikalisch-Meteorologisches Observatorium Davos,0356
10.1002/wat2.1520,Louise Slater,"['L.J. Slater', 'Louise Slater', 'Louise Jeanne Elizabeth Slater', 'L. Slater', 'Louise J. Slaster', 'Louise J Slater', 'L Slater', 'L. J. Slater', 'Louise J. Slater']",China University of Geosciences,0213
10.1002/wat2.1520,Lena M. Tallaksen,"['Lena Merete Tallaksen', 'L.M. Tallaksen', 'Lena Tallaksen', 'L M Tallaksen', 'L Tallaksen', 'L.M Tallaksen', 'L. M. Tallaksen', 'Lena M. Tallaksen', 'lena M. Tallaksen', 'L. Tallaksen', 'Lena M Tallaksen']",University of Oslo,0115
10.1002/wat2.1520,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.1029/2020wr029001,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.1029/2020wr029001,Richard M. Vogel,"['R. M. Vogel', 'R.M. Vogel', 'Richard Michael Vogel', 'R M Vogel', 'R. Vogel', 'Richard M. Vogel', 'Richard Vogel', 'Richard M Vogel', 'R. Vogel', 'R.M. Vogel', 'Richard Vogel']",Tufts University,0432
10.1029/2020wr029001,Jonathan Lamontagne,"['Jonathan R. Lamontagne', 'J. Lamontagne', 'Jonathan Lamontagne', 'J.R. Lamontagne', 'Jonathan Richard Lamontagne', 'J. R. Lamontagne', 'Jonathan R Lamontagne']",Tufts University,0432
10.1029/2020wr029001,Naoki Mizukami,"['Naoki MIzukami', 'N. Mizukami', 'Naoki Mizukami']",Research Applications (United States),0048
10.1029/2020wr029001,Wouter Knoben,"['W. J. M. Knoben', 'Wouter J.M. Knoben', 'Wouter Johannes Maria Knoben', 'Wouter J M Knoben', 'Wouter J. M. Knoben', 'W.J.M. Knoben', 'Wouter Knoben', 'W. Knoben']",University of Saskatchewan,0001
10.1029/2020wr029001,Guoqiang Tang,"['Guang-fa Tang', 'G.F. Tang', 'Guang-Fa Tang', 'Tang Guangfa', 'G. L. Tang', 'Guo-qiang Tang', 'GuoQiang Tang', 'Guangfa Tang', 'G. Tang', 'GuangFa Tang', 'Gouqiang Tang', 'Guoqiang Tang', 'Tang Guang-fa']",Climate and Global Dynamics Laboratory,0056
10.1029/2020wr029001,Shervan Gharari,"['Shervan Gharari', 'S. Gharari']",University of Saskatchewan,0001
10.1029/2020wr029001,Jim Freer,"['J. E. Freer', 'Jim Freer', 'J.E. Freer', 'J.E Freer', 'Jim E. Freer', 'JIM FREER', 'J Freer', 'J. Freer', 'Jim E Freer']",University of Bristol,0076
10.1029/2020wr029001,Paul H. Whitfield,"['P..H. Whitfield', 'P H Whitfield', 'Paul Whitfield', 'P. H. Whitfield', 'Paul H. Whitfield', 'Paul Harold Whitfield', 'Paul H Whitfield', 'P.H. Whitfield', 'P Whitfield', 'Paul H. H. Whitfield', 'P. Whitfield']",Canmore Museum and Geoscience Centre,0009
10.1029/2020wr029001,Kevin Shook,"['Kevin Robert Shook', 'K. R. Shook', 'Kevin Shook', 'Kevin R. Shook', 'K. Shook', 'K.R. Shook']",University of Saskatchewan,0001
10.1029/2020wr029001,S. Papalexiou,"['Sm Papalexiou', 'S. M. Papalexiou', 'Simon Papalexiou', 'Simon-Michael Papalexiou', 'S Papalexiou', 'Simon M. Papalexiou', 'Simon M Papalexiou', 'S.-M. Papalexiou', 'S. Papalexiou', 'S.M. Papalexiou', 'Simon Michael Papalexiou']",University of Calgary,0007
10.3390/w13162202,Apurba Das,"['Apurba Das', 'A. Das', 'A. S. Dini Das']",Global Institute for Water Security,0003
10.3390/w13162202,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1139/er-2020-0108,Apurba Das,"['Apurba Das', 'A. Das', 'A. S. Dini Das']",Global Institute for Water Security,0003
10.1139/er-2020-0108,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.1016/j.jhydrol.2021.126505,Keirnan Fowler,"['Keirnan J.A. Fowler', 'K J A Fowler', 'Keirnan James Andrew Fowler', 'Keirnan J. A. Fowler', 'Keirnan Fowler', 'K. Fowler', 'K Fowler']",University of Melbourne,0093
10.1016/j.jhydrol.2021.126505,Gemma Coxon,"['G. Coxon', 'G Coxon', 'Gemma Coxon', 'Gemma R Coxon']",University of Bristol,0076
10.1016/j.jhydrol.2021.126505,Jim Freer,"['J. E. Freer', 'Jim Freer', 'J.E. Freer', 'J.E Freer', 'Jim E. Freer', 'JIM FREER', 'J Freer', 'J. Freer', 'Jim E Freer']",University of Bristol,0076
10.1016/j.jhydrol.2021.126505,Wouter Knoben,"['W. J. M. Knoben', 'Wouter J.M. Knoben', 'Wouter Johannes Maria Knoben', 'Wouter J M Knoben', 'Wouter J. M. Knoben', 'W.J.M. Knoben', 'Wouter Knoben', 'W. Knoben']",University of Saskatchewan,0001
10.1016/j.jhydrol.2021.126505,Murray C. Peel,"['M.C. Peel', 'Murray C Peel', 'M. C. Peel', 'Murray C. Peel', 'M.C Peel', 'Murray Peel', 'M Peel', 'Peel Mc', 'MC Peel', 'Murray Cameron Peel', 'Mark Peel']",University of Melbourne,0093
10.1016/j.jhydrol.2021.126505,Thorsten Wagener,"['Thibaut Wagener', 'Thorsten Wagener', 'T Wagener', 'T. Wagener', 'Wagener Wagener']",University of Potsdam,0160
10.1016/j.jhydrol.2021.126505,Andrew W. Western,"['Andrew W Western', 'A. Western', 'Andrew Western', 'A.W. Western', 'A. W. Western', 'A.W Western', 'Andrew W. Western', 'Andrew William Western', 'A Western', 'Anthony Western']",University of Melbourne,0093
10.1016/j.jhydrol.2021.126505,Ross Woods,"['R. Woods', 'R. A. Woods', 'Ross A Woods', 'Ross A. Woods', 'R WOODS', 'Ross Woods', 'R Woods', 'R.A. Woods']",University of Bristol,0076
10.1016/j.jhydrol.2021.126505,Zhiqu Lu,"['LU Zukang', 'Zhi-yong Lu', 'Lu Zhijian', 'Lu Zhangwei', 'Zhenyou Lu', 'Zhong-hao Lu', 'LU Zeng-xin', 'Zhiyong Lu', 'Zhi-Jun Lu', 'Lu Zhi-Jun', 'Ze-Jun Lu', 'LU Zhang-wei', 'LU Zu-Kang', 'LU Zhi-yong', 'LU ZhongChen', 'LU Ze-guang', 'Zhijun Lu', 'Zhongsheng Lu', 'Lu Zhang', 'Lu Zukang', 'Z X Lu', 'Zhong-Hao Lu', 'Lu Zhenyou', 'Lu Zhongsheng', 'Zhong-Chen Lu', 'Z. Lu', 'LU Zhi-jun', 'Zeguang Lu', 'Zhang Lu', 'Zhi-qu Lu', 'LU Zhongchen', 'Zengxin Lu', 'Zeng-Xin Lu', 'Z Lu', 'LU Zeguang', 'Lu Zhong-Hao', 'LU Zu-kang', 'Lu Zu-kang', 'Zhiqu Lu', 'LU Zhen-you', 'Zhijian Lu', 'L Zejun', 'Zhongchen Lu', 'Lu Zu-Kang', 'LU Ze-jun', 'LU Zhong-chen', 'Zukang Lu', 'Zhang-Wei Lu', 'LU Zhiqu', 'Zu-kang Lu', 'Zu-Kang Lu', 'ZeJun Lü', 'Lu ZeGuang']",Shandong Agricultural University,0780
10.1029/2020wr029143,Koen Jansen,"['Koen Jansen', 'Koen F Jansen']",Wageningen University & Research,0029
10.1029/2020wr029143,Adriaan J. Teuling,"['A.J. Teuling', 'A J Teuling', 'Adriaan J. Ryan Teuling', 'A. Teuling', 'Adriaan J. Teuling', 'Ryan Teuling', 'Ryan J. Teuling', 'R Teuling', 'Adriaan Teuling', 'A. J. Teuling', 'R. Teuling', 'Adriaan J Teuling', 'Ryan Teuling']",Wageningen University & Research,0029
10.1029/2020wr029143,James R. Craig,"['Jovon Craig', 'James R Craig', 'James Richard Craig', 'James R. Craig', 'James Craig', 'J.R.M. Craig', 'J Craig', 'J. Craig', 'J. R. Craig', 'J.R. Craig', 'James. R. Craig', 'J R Craig']",University of Waterloo,0002
10.1029/2020wr029143,Marco Dal Molin,"['M. Dal Molin', 'Marco dal Molin', 'Marco Dal Molin']",Swiss Federal Institute of Aquatic Science and Technology,0193
10.1029/2020wr029143,Wouter Knoben,"['W. J. M. Knoben', 'Wouter J.M. Knoben', 'Wouter Johannes Maria Knoben', 'Wouter J M Knoben', 'Wouter J. M. Knoben', 'W.J.M. Knoben', 'Wouter Knoben', 'W. Knoben']",University of Saskatchewan,0001
10.1029/2020wr029143,Juraj Parajka,"['J. Parajka', 'Parajka Juraj', 'Juraj Parajka']",TU Wien,0324
10.1029/2020wr029143,Marc Vis,"['M. Vis', 'Marc J P Vis', 'Marc J.P. Vis', 'Marc J. P. Vis', 'Marc Vis', 'M. J. P. Vis']",University of Zurich,0075
10.1029/2020wr029143,Lieke Melsen,"['Lieke A. Melsen', 'Lieke A Melsen', 'L.A. Melsen', 'Lieke Melsen', 'Lieke Anna Melsen', 'L. A. Melsen', 'L. Melsen', 'Lieke A Melsen', 'LA Melsen', 'Lieke Anna Melsen']",Wageningen University & Research,0029
10.1029/2020wr027514,Jeffrey J. McDonnell,"['Jeffrey J. Mcdonnell', 'Jeffery J McDonnell', 'J. J. McDonnell', 'Jeffrey J. McDonnell', 'J J McDonnell', 'Jeffrey J. McDonnellJ.J. McDonnell', 'JJ McDonnell', 'J.J McDonnell', 'Jeffrey McDonnell', 'Jeffrey J McDonnell', 'J.J. McDonnell', 'Jeff McDonnell', 'Jeffrey John Mcdonnell', 'J MCDONNELL', 'J.J. Mcdonnell', 'J. J. Mcdonnell', 'Jeffery McDonnell', 'Jeffery J. McDonnell', 'J. McDonnell', 'Jeff J. McDonnell', 'J McDonnell']",Global Institute for Water Security,0003
10.1029/2020wr027514,Christopher Spence,"['Christopher Spence', 'Christopher D. Spence', 'C Spence', 'C. Spence', 'C.D. Spence']",Environment and Climate Change Canada,0005
10.1029/2020wr027514,Daniel J. Karran,"['Daniel J. Karran', 'Daniel J Karran', 'Daniel Karran', 'D. J. Karran']",Global Institute for Water Security,0003
10.1029/2020wr027514,H.J. van Meerveld,"['H.J. van Meerveld', 'H. J. van Meerveld', 'H J van Meerveld']",University of Zurich,0075
10.1029/2020wr027514,Ciaran J. Harman,"['C Harman', 'C. J. Harman', 'C. Â. J. Harman', 'Ciaran J Harman', 'Ciaran Joseph Harman', 'C. Harman', 'Ciaran J. Harman', 'Ciaran Harman', 'C.J. Harman']",Johns Hopkins University,0615
10.5194/hess-2021-28,Peter T. La Follette,['Peter T. La Follette'],,0000
10.5194/hess-2021-28,Adriaan J. Teuling,"['A.J. Teuling', 'A J Teuling', 'Adriaan J. Ryan Teuling', 'A. Teuling', 'Adriaan J. Teuling', 'Ryan Teuling', 'Ryan J. Teuling', 'R Teuling', 'Adriaan Teuling', 'A. J. Teuling', 'R. Teuling', 'Adriaan J Teuling', 'Ryan Teuling']",Wageningen University & Research,0029
10.5194/hess-2021-28,Nans Addor,"['N. Addor', 'Nans Addor', 'Nans Antoine Philippe Addor', 'N Addor']",At Bristol,0338
10.5194/hess-2021-28,Martyn P. Clark,"['Martyn Peter Clark', 'Martyn Clark', 'Martyn P. Clark', 'M.P. Clark', 'M P Clark', 'M.P Clark', 'Martyn P Clark', 'M. Clark', 'M. P. Clark']",Canmore Museum and Geoscience Centre,0009
10.5194/hess-2021-28,Koen Jansen,"['Koen Jansen', 'Koen F Jansen']",Wageningen University & Research,0029
10.5194/hess-2021-28,Lieke Melsen,"['Lieke A. Melsen', 'Lieke A Melsen', 'L.A. Melsen', 'Lieke Melsen', 'Lieke Anna Melsen', 'L. A. Melsen', 'L. Melsen', 'Lieke A Melsen', 'LA Melsen', 'Lieke Anna Melsen']",Wageningen University & Research,0029
10.22541/au.162738548.88997933/v1,H. S. Wheater,"['H. S. Wheater', 'Howard S Wheater', 'H.S Wheater', 'Howard Simon Wheater', 'Howard S. Wheater', 'H.S. Wheater', 'H. Wheater', 'H Wheater', 'H S Wheater', 'Howard Wheater']",University of Saskatchewan,0001
10.22541/au.162738548.88997933/v1,John W. Pomeroy,"['John Pomeroy', 'J.W. Pomeroy', 'J. W. Pomeroy', 'John W Pomeroy', 'J. W Pomeroy', 'John Willard Pomeroy', 'J. Pomeroy', 'J W Pomeroy', 'JW Pomeroy', 'John W. Pomeroy']",University of Saskatchewan,0001
10.22541/au.162738548.88997933/v1,Alain Pietroniro,"['A Pietroniro', 'A. Pietroniro', 'Alain C. Pietroniro', 'ALAIN PIETRONIRO', 'Alain Pietroniro']",University of Calgary,0007
10.22541/au.162738548.88997933/v1,Bruce Davison,"['Bruce Davison', 'B. Davison', 'Bruce J. Davison']",Environment and Climate Change Canada,0005
10.22541/au.162738548.88997933/v1,Mohamed Elshamy,"['M. E. Elshamy', 'M.E. Elshamy', 'M. Elshamy', 'Mohamed E. Elshamy', 'Mohamed Elshamy', 'Mohamed Ezzat Elshamy', 'Mohamed El-Shamy', 'Mohamed El-shamy']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Fuad Yassin,"['Fuad Abdo Yassin', 'F. Yassin', 'Fuad A. Yassin', 'F. A. Yassin', 'Fuad Yassin']",University of Saskatchewan,0001
10.22541/au.162738548.88997933/v1,Prabin Rokaya,"['P. Rokaya', 'Prabin Rokaya']",Alberta Environment and Sustainable Resource Development,0060
10.22541/au.162738548.88997933/v1,Abbas Fayad,"['Abbas Mohamad Fayad', 'Abbas Fayad', 'A. Fayad']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Zelalem Tesemma,"['Zelalem Kassahun Tesemma', 'Z. K. Tesemma', 'Z.K. Tesemma', 'Zelalem Tesemma', 'Zelalem K. Tesemma']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Daniel Princz,"['Daniel G. Princz', 'D. G. Princz', 'D Princz', 'Daniel Princz']",Environment and Climate Change Canada,0005
10.22541/au.162738548.88997933/v1,Youssef Loukili,"['Y. Loukili', 'Youssef Loukili']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,C. M. DeBeer,"['Chris M. DeBeer', 'C. DeBeer', 'Chris M. Debeer', 'Christopher M. Debeer', 'C. Debeer', 'Chris Debeer', 'Christopher M. DeBeer', 'C. M. DeBeer', 'Chris DeBeer']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Andrew Ireson,"['A. Ireson', 'Andrew Ireson', 'A.I. Ireson']",University of Saskatchewan,0001
10.22541/au.162738548.88997933/v1,Saman Razavi,"['S.A. Razavi', 'Saman razavi', 'Saman Razavi', 'S. Razavi', 'S Razavi', 'S A Razavi']",Australian National University,0010
10.22541/au.162738548.88997933/v1,Karl-Erich Lindenschmidt,"['K. E Lindenschmidt', 'K.E. Lindenschmidt', 'Karl–Erich Lindenschmidt', 'Karl‐Erich Lindenschmidt', 'Karl Erich Lindenschmidt', 'K. Lindenschmidt', 'K. E. Lindenschmidt', 'Karl-Erich Lindenschmidt', 'K.-E. Lindenschmidt']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Amin Elshorbagy,"['A. Elshorbagy', 'A. A. Elshorbagy', 'Amin El-Shorbagy', 'Amin Elshorbagy', 'Amin A. Elshorbagy']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Matthew K. MacDonald,"['Matthew K. MacDonald', 'Matthew MacDonald', 'M. K. MacDonald', 'M. MacDonald']",University of Calgary,0007
10.22541/au.162738548.88997933/v1,Mohamed S. Abdelhamed,"['Mohamed S. Abdelhamed', 'Mohamed Abdelhamed']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Amin Haghnegahdar,"['A Haghnegahdar', 'A. Haghnegahdar', 'Amin Haghnegahdar']",Global Institute for Water Security,0003
10.22541/au.162738548.88997933/v1,Ala Bahrami,"['Ala Bahrami', 'A. Bahrami', 'A Bahrami']",Global Institute for Water Security,0003
10.5194/tc-2021-313,Victoria R. Dutch,"['Victoria R. Dutch', 'Victoria Dutch']",Northumbria University,0105
10.5194/tc-2021-313,Nick Rutter,"['N. Rutter', 'N Rutter', 'Nick Rutter', 'N. J. Rutter', 'Nick J. Rutter', 'NICK RUTTER']",Northumbria University,0105
10.5194/tc-2021-313,Leanne Wake,"['Leanne Mary Wake', 'Leanne M. Wake', 'Leanne Wake', 'L. M. Wake', 'L. Wake']",Northumbria University,0105
10.5194/tc-2021-313,Melody Sandells,"['Melody Jane Sandells', 'Melody Sandells']",Northumbria University,0105
10.5194/tc-2021-313,Chris Derksen,"['Chris P Derksen', 'C. Derksen', 'C Derksen', 'Chris Derksen']",Environment and Climate Change Canada,0005
10.5194/tc-2021-313,Branden Walker,"['Branden Walker', 'B. Walker', 'Branden J Walker']",Wilfrid Laurier University,0006
10.5194/tc-2021-313,Gabriel Gosselin,"['G. Gosselin', 'Gabriel Gosselin', 'G. Hould Gosselin', 'G.H. Gosselin', 'G Gosselin', 'Gabriel Hould Gosselin', 'Gabriel H. Gosselin', 'Gabriel H Gosselin']",Center for Northern Studies,0101
10.5194/tc-2021-313,Oliver Sonnentag,"['Oliver Sonnentag', 'O. Sonnentag']",University of Montreal,0011
10.5194/tc-2021-313,Richard Essery,"['R. Essery', 'Richard Lawrence Howard Essery', 'R Essery', 'R. L. Essery', 'Richard L.H. Essery', 'R .L. H. Essery', 'Richard L. H. Essery', 'RICHARD ESSERY', 'Richard Essery', 'R L H Essery', 'R.L.H. Essery', 'R. L. H. Essery']",University of Edinburgh,0065
10.5194/tc-2021-313,Richard Kelly,"['Richard E. J. Kelly', 'Richard E.J Kelly', 'R. E. Kelly', 'Richard Kelly', 'Richard E J Kelly', 'R Kelly', 'Richard J Kelly', 'Richard E.J. Kelly', 'R.E. Kelly', 'Richard Ej Kelly', 'R. E. J. Kelly', 'R.E.J. Kelly', 'R. Kelly']",University of Waterloo,0002
10.5194/tc-2021-313,Philip Marsh,"['P.M. Marsh', 'P Marsh', 'Philip Marsh', 'Philip Merrill Marsh', 'Philip. Marsh', 'Philip M. Marsh', 'Phillip Marsh', 'P. Marsh']",Wilfrid Laurier University,0006
10.5194/tc-2021-313,Joshua King,"['Joshua King', 'Joshua Michael Lloyd King', 'J. M. L. King', 'J. M. King', 'Joshua M. King', 'J. King', 'Josh King']",Environment and Climate Change Canada,0005
10.5194/essd-2021-140,David Olefeldt,"['D. Olefeldt', 'David Olefeldt', 'David Olefedt', 'D Olefeldt']",University of Alberta,0017
10.5194/essd-2021-140,Mikael Hovemyr,"['M. Hovemyr', 'Mikael Hovemyr']",Stockholm University,0099
10.5194/essd-2021-140,M. A. Kuhn,"['M. A. A. Kuhn', 'McKenzie Kuhn', 'M. A. Kuhn', 'McKenzie Ann Kuhn', 'McKenzie A Kuhn', 'McKenzie A. Kuhn', 'McKenzie. Kuhn']",University of New Hampshire at Manchester,0498
10.5194/essd-2021-140,David Bastviken,"['David T. E. Bastviken', 'D. Bastviken', 'David Bastviken', 'David BastvikenD. Bastviken']",Linköping University,0736
10.5194/essd-2021-140,Theodore J. Bohn,"['T. J. Bohn', 'Theodore Bohn', 'Theodore J. Bohn', 'T. Bohn', 'T Bohn', 'Theodore Joseph Bohn', 'T. J Bohn']",Arizona State University,0180
10.5194/essd-2021-140,John Connolly,"['J. Connolly', 'J.P. Connolly', 'J Connolly', 'J. P. Connolly', 'John Connolly']",Trinity College Dublin,0273
10.5194/essd-2021-140,Patrick Crill,"['P. M. Crill', 'Patrick. Crill', 'Patrick M. Crill', 'Patrick Michael Crill', 'P M Crill', 'P Crill', 'P.M Crill', 'Patrick M Crill', 'Patrick Crill', 'P. Crill', 'P.M. Crill']",Stockholm University,0099
10.5194/essd-2021-140,Eugénie S. Euskirchen,"['E. S. Euskirchen', 'Eugenié S. Euskirchen', 'Eugenie S. Euskirchen', 'Eugénie Euskirchen', 'E Euskirchen', 'Eugénie S. Euskirchen', 'Eugenie Euskirchen', 'Eugenie Susanne Euskirchen', 'Eugenie S Euskirchen', 'E. Euskirchen', 'E.S. Euskirchen', 'E S Euskirchen', 'Eugénie S Euskirchen']",University of Alaska Fairbanks,0021
10.5194/essd-2021-140,S. A. Finkelstein,"['S Finkelstein', 'Sarah A Finkelstein', 'S.A. Finkelstein', 'S. Finkelstein', 'Sarah Finkelstein', 'S. A. Finkelstein', 'Sarah A. Finkelstein']",University of Toronto,0022
10.5194/essd-2021-140,Hélène Genet,"['Hélène Genet', 'H. Genet', 'Héléne Genet', 'H Genet', 'Helene Genet']",University of Alaska Fairbanks,0021
10.5194/essd-2021-140,Guido Grosse,"['G. Grosse', 'GUido Grosse', 'Grosse Guido', 'Guido Grosse', 'G Grosse']",Alfred Wegener Institute for Polar and Marine Research,0113
10.5194/essd-2021-140,Lorna I. Harris,"['Lorna I Harris', 'Lorna I. Harris', 'L. I. Harris', 'L. Harris', 'Lorna Harris']",Wildlife Conservation Society Canada,0192
10.5194/essd-2021-140,Liam Heffernan,"['L. Heffernan', 'Liam B. Heffernan', 'Liam Heffernan']",Uppsala University,0301
10.5194/essd-2021-140,Manuel Helbig,"['Manuel Helbig', 'M. Helbig']",Dalhousie University,0037
10.5194/essd-2021-140,Gustaf Hugelius,"['G. Hugelius', 'Gustaf Hugelius', 'G Hugelius']",Bolin Centre for Climate Research,0119
10.5194/essd-2021-140,Ryan Hutchins,"['R. H. S. Hutchins', 'Ryan Hutchins', 'R. Hutchins', 'Ryan H. S. Hutchins', 'Ryan H S Hutchins', 'Ryan H.S. Hutchins', 'Ryan Hutchins']",University of Alberta,0017
10.5194/essd-2021-140,Sari Juutinen,"['Sari Juutinen', 'S Juutinen', 'Sari Anneli Juutinen', 'S. Juutinen']",Finnish Meteorological Institute,0018
10.5194/essd-2021-140,Mark J. Lara,"['Mark J Lara', 'Mark Jason Lara', 'Mark Lara', 'M. Lara', 'Mark J. Lara', 'M. J. Lara', 'M J Lara']",University of Illinois Urbana-Champaign,0092
10.5194/essd-2021-140,Avni Malhotra,"['A.K. Malhotra', 'A Malhotra', 'Avni Malhotra', 'A. K. Malhotra', 'A. Malhotra']",University of Zurich,0075
10.5194/essd-2021-140,Kristen L. Manies,"['Kristen Manies', 'Kristen L. Manies', 'K. Manies', 'Kristen L Manies', 'K.L. Manies', 'K. L. Manies']",United States Geological Survey,0033
10.5194/essd-2021-140,A. David McGuire,"['A.David McGuire', 'Anthony David McGuire', 'A. McGuire', 'Anthony D. McGuire', 'A. David McGuire', 'Anthony McGuire', 'A. D. McGUIRE', 'A. David Mcguire', 'A. D. Mcguire', 'A.D Mcguire', 'A. D. McGuire', 'Anthony D. Mcguire', 'A.D. McGuire', 'A David McGuire', 'A. David McGuireA.D. McGuire', 'A. Mcguire', 'A D McGuire', 'A. David McGUIRE', 'Anthony D. McGuire']",University of Alaska Fairbanks,0021
10.5194/essd-2021-140,Susan M. Natali,"['Susan M Natali', 'Susan M. Natali', 'Susan Natali', 'Susan Mary Natali', 'S.M Natali', 'S. Natali', 'S. M. Natali', 'S.M. Natali']",Woods Hole Research Center,0016
10.5194/essd-2021-140,J. A. O'Donnell,"[""J O'Donnell"", ""J. O'donnell"", ""J.A. O'Donnell"", ""J. A. O'Donnell"", 'J. A. O’Donnell', 'Jonathan A O’Donnell', ""Jonathan A. O'Donnell"", ""Jonathan O'Donnell"", ""Jonathan A. O'donnell"", ""J. O'Donnell"", 'J. O’Donnell', 'J. A. ODonnell', ""Jonathan A O'Donnell"", 'Jonathan A. O`Donnell', 'J. A. Odonnell', 'Jonathan A. O’Donnell', 'Jonathan O’Donnell']",National Park Service,0228
10.5194/essd-2021-140,Frans-Jan W. Parmentier,"['F.J.W. Parmentier', 'Frans-Jan Parmentier', 'Frans-jan W. Permentier', 'Frans Jan W Parmentier', 'F. J. W. Parmentier', 'Frans-Jan Willem Parmentier', 'F.-J. W. Parmentier', 'Frans-Jan W. Parmentier', 'Frans‐Jan W. Parmentier', 'F.J. W. Parmentier', 'Frans Jan W. Parmentier']",Lund University,0044
10.5194/essd-2021-140,Aleksi Räsänen,"['Aleksi Rasanen', 'Aleksi Räsänen']",Natural Resources Institute Finland,0079
10.5194/essd-2021-140,Christina Schädel,"['C Schädel', 'C. Schadel', 'Christina Schadel', 'C. Schädel', 'Christina Schädel']",Northern Arizona University,0013
10.5194/essd-2021-140,Oliver Sonnentag,"['Oliver Sonnentag', 'O. Sonnentag']",University of Montreal,0011
10.5194/essd-2021-140,Maria Strack,"['M. Strack', 'Maria Strack', 'M Strack', 'Maria. Strack']",University of Waterloo,0002
10.5194/essd-2021-140,Suzanne E. Tank,"['S. Tank', 'S. E. Tank', 'Suzanne E Tank', 'Suzanne Tank', 'S Tank', 'Suzanne Elizabeth Tank', 'Suzanne Elizabeth. Tank', 'Suzanne E. Tank']",University of Alberta,0017
10.5194/essd-2021-140,Claire C. Treat,"['Claire C. Treat', 'C.C Treat', 'Claire Clark Treat', 'C. Treat', 'C. C. Treat', 'Claire Treat', 'C.C. Treat', 'Claire C Treat', 'C C Treat']",Alfred Wegener Institute for Polar and Marine Research,0113
10.5194/essd-2021-140,R. K. Varner,"['R. K. Varner', 'Ruth K. Varner', 'R. Varner', 'R.K. Varner', 'RK Varner', 'R Varner', 'Ruth K Varner', 'Ruth Varner', 'Ruth A Kerwin']",University of New Hampshire,0231
10.5194/essd-2021-140,Tarmo Virtanen,"['Tarmo Antero Virtanen', 'Tarmo A. Virtanen', 'T. Virtanen', 'Tarmo Virtanenj', 'Tarmo Virtanen']",University of Helsinki,0030
10.5194/essd-2021-140,Rebecca K. Warren,"['Rebecca Kathleen Warren', 'R. K. Warren', 'R. Warren', 'Rebecca Warren', 'Rebecca K. Warren']",Alberta Environment and Sustainable Resource Development,0060
10.5194/essd-2021-140,Jennifer D. Watts,"['J. Watts', 'Jennifer D. Watts', 'J Watts', 'J.D. Watts', 'Jennifer Dawn. Watts', 'Jennifer Watts', 'Jennifer Dawn Watts', 'J. D. Watts', 'Jennifer D Watts']",Woods Hole Research Center,0016
10.5194/tc-2021-295,Leung Tsang,"['L. Tsang', 'L Tsang', 'Tsang Leung', 'L.F. Tsang', 'Leung Tsang']",University of Michigan–Ann Arbor,0069
10.5194/tc-2021-295,M. T. Durand,"['M.T. Durand', 'Michael T. Durand', 'M. Durand', 'M. T. Durand', 'Michael Durand', 'M Durand', 'Michael Thomas Durand', 'Michael T Durand']",The Ohio State University,0072
10.5194/tc-2021-295,Chris Derksen,"['Chris P Derksen', 'C. Derksen', 'C Derksen', 'Chris Derksen']",Environment and Climate Change Canada,0005
10.5194/tc-2021-295,A. P. Barros,"['Ana Livia de Oliveira Barros', 'A.P. Barros', 'A. Barros', 'Ana P. Barros', 'Ana Paula Borba Gonçalves Barros', 'Ana Paula Barros', 'Ana Barros', 'Ana P Barros', 'A. P. Barros', 'Andrews Barros']",University of Illinois Urbana-Champaign,0092
