title,author,abstract,url,pages,doi,bibkey
Subalpine forest water use behaviour and evapotranspiration during two hydrologically contrasting growing seasons in the Canadian Rockies,"Lindsey E. Langs, Richard M. Petrone, John W. Pomeroy, ","Hydrological processes in mountain headwater basins are changing as climate and vegetation change. Interactions between hydrological processes and subalpine forest ecological function are important to mountain water supplies due to their control on evapotranspiration (ET). Improved understanding of the sensitivity of these interactions to seasonal and interannual changes in snowmelt and summer rainfall is needed as these interactions can impact forest growth, succession, health, and susceptibility to wildfire. To better understand this sensitivity, this research examined ET for a sub-alpine forest in the Canadian Rockies over two contrasting growing seasons and quantified the contribution of transpiration (T) from the younger tree population to overall stand ET. The younger population was focused on to permit examination of trees that have grown under the effect of recent climate change and will contribute to treeline migration, and subalpine forest densification and succession. Research sites were located at Fortress Mountain Research Basin, Kananaskis, Alberta, where the subalpine forest examined is composed of Abies lasiocarpa (Subalpine fir) and Picea engelmannii (Engelmann spruce). Seasonal changes in water availability from snowmelt, precipitation, soil moisture reserves yielded stark differences in T and ET between 2016 and 2017. ET was higher in the drier year (2017), which had late snowmelt and lower summer rainfall than in the wetter year (2016) that had lower snowmelt and a rainy summer, highlighting the importance of spring snowmelt recharge of soil moisture. However, stand T of the younger trees (73% of forest population) was greater (64 mm) in 2016 (275 mm summer rainfall) than 2017 (39 mm T, 147 mm summer rainfall), and appears to be sensitive to soil moisture decreases in fall, which are largely a function of summer period rainfall. Relationships between subalpine forest water use and different growing season and antecedent (snowmelt period) hydrological conditions clarify the interactions between forest water use and alpine hydrology, which can lead to better anticipation of the hydrological response of subalpine forest-dominated basins to climate variability and change.",G21-9002,,10.1002/hyp.14158,Langs-2021-Subalpine
"Mapping smouldering fire potential in boreal peatlands and assessing interactions with the wildland–human interface in Alberta, Canada","S. L. Wilkinson, A. K. Furukawa, B. M. Wotton, J. M. Waddington, ","Treed peatlands exhibit both crown and smouldering fire potential; however, neither are included in Canadian wildfire management models and, as such, they are not formally represented in management decision-making. The lack of smouldering fire risk assessment is a critical research gap as these fires can represent heavy resource draws and are predominant sources of smoke, air pollutants and atmospheric carbon. Here, for the first time, we combine existing knowledge of the controls on smouldering peat fire with expert opinion-based weightings through a multi-criteria decision analysis, to map the smouldering fire potential (i.e. hazard) of treed peatlands in the Boreal Plains, Alberta, Canada. We find that smouldering potential varies considerably between treed peatlands and that areas of sparser peatland coverage may contain high smouldering-potential peatlands. Further, we find that treed peatlands are a common feature in the wildland–human interface and that proportionally, the area of high smouldering potential is greater closer to roads compared with farther away. Our approach enables a quantitative measure of smouldering fire potential and evidences the need to incorporate peatland–wildfire interactions into wildfire management operations. We suggest that similar frameworks could be used in other peatland dominated regions as part of smouldering fire risk assessments.",G21-10001,552,10.1071/wf21001,Wilkinson-2021-Mapping
The Use of Mobile Applications to Support Indigenous Youth Wellbeing in Canada,"Noella Noronha, Savanah J. Smith, Dawn Martin Hill, Lori Davis Hill, Sara Smith, Amy General, Cynthia McQueen, Makaśa Looking Horse, Alexander Drossos, Cynthia Lokker, Nicole M. Bilodeau, Christine Wekerle, ","In Canada, Indigenous youth have remained resilient despite being confronted with a wide range of structural and systemic risks, such as long-lasting boil water advisories, over-representation in the child welfare system, and injustices related to land treaties. As people of the land, all disruptions to ecological health are a disruption to personal and community holistic health. Land-based activities and cultural continuity strengthen pathways of perseverance for Indigenous youth (Toombs et al., 2016). For youth, cultural self-expression and personal agency are enhanced with digital platforms, which are well-suited to Indigenous people’s strengths in art, music, and oral forms of passing on knowledge. The field of mental health has turned to e-supports such as mobile applications (apps) that can provide easy-to-access intervention, when needed. To date, resilience interventions have received comparatively less attention than the study of resilience factors and processes. It is timely to review the extant literature on mental health apps with Indigenous youth as, currently, Indigenous apps are in early research stages. Critically reviewing work to date, it is argued that an inclusive and expansive concept of resilience, coherent with Indigenous holistic health views, is well-positioned as a foundation for collaborative resilience app development. To date, few mental health apps have been researched with Indigenous youth, and fewer have been co-constructed with Indigenous youth and their community members. The current literature points to feasibility in terms of readiness or potential usage, and functionality for promoting an integrated cultural and holistic health lens. As this effort may be specific to a particular Indigenous nation’s values, stories, and practices, we highlight the Haudenosaunee conceptual wellness model as one example to guide Indigenous and non-Indigenous science integration, with a current project underway with the JoyPopTM mHealth app for promoting positive mental health and resilience.",G21-11001,,10.7202/1077724ar,Noronha-2021-The
ContourDiff: Revealing Differential Trends in Spatiotemporal Data,"Zonayed Ahmed, Michael Beyene, Debajyoti Mondal, Chanchal K. Roy, Christopher Dutchyn, Kevin A. Schneider, ","Changes in spatiotemporal data may often go unnoticed due to their inherent noise and low variability (e.g., geological processes over years). Commonly used approaches such as side-by-side contour plots and spaghetti plots do not provide a clear idea about the temporal changes in such data. We propose ContourDiff, a vector-based visualization over contour plots to visualize the trends of change across spatial regions and temporal domain. Our approach first aggregates for each location, its value differences from the neighboring points over the temporal domain, and then creates a vector field representing the prominent changes. Finally, it overlays the vectors along the contour paths, revealing differential trends that the contour lines experienced over time. We evaluated our visualization using real-life datasets, consisting of millions of data points, where the visualizations were generated in less than a minute in a single-threaded execution. Our experimental results reveal that ContourDiff can reliably visualize the differential trends, and provide a new way to explore the change pattern in spatiotemporal data.",G21-12001,,10.1109/iv53921.2021.00016,Ahmed-2021-ContourDiff:
Ten best practices to strengthen stewardship and sharing of water science data in Canada,"Bhaleka D. Persaud, Krysha A. Dukacz, Gopal C. Saha, Amber Peterson, Laleh Moradi, Stephen O'Hearn, Erin Clary, Juliane Mai, Michael Steeleworthy, Jason J. Venkiteswaran, Homa Kheyrollah Pour, Brent B. Wolfe, Sean K. Carey, John W. Pomeroy, Chris M. DeBeer, James M. Waddington, Philippe Van Cappellen, Jimmy Lin, ","Water science data are a valuable asset that both underpins the original research project and bolsters new research questions, particularly in view of the increasingly complex water issues facing Canada and the world. Whilst there is general support for making data more broadly accessible, and a number of water science journals and funding agencies have adopted policies that require researchers to share data in accordance with the FAIR (Findable, Accessible, Interoperable, Reusable) principles, there are still questions about effective management of data to protect their usefulness over time. Incorporating data management practices and standards at the outset of a water science research project will enable researchers to efficiently locate, analyze and use data throughout the project lifecycle, and will ensure the data maintain their value after the project has ended. Here, some common misconceptions about data management are highlighted, along with insights and practical advice to assist established and early career water science researchers as they integrate data management best practices and tools into their research. Freely available tools and training opportunities made available in Canada through Global Water Futures, the Portage Network, Gordon Foundation's DataStream, Compute Canada, and university libraries, among others are compiled. These include webinars, training videos, and individual support for the water science community that together enable researchers to protect their data assets and meet the expectations of journals and funders. The perspectives shared here have been developed as part of the Global Water Futures programme's efforts to improve data management and promote the use of common data practices and standards in the context of water science in Canada. Ten best practices are proposed that may be broadly applicable to other disciplines in the natural sciences and can be adopted and adapted globally. This article is protected by copyright. All rights reserved.",G21-13001,,10.1002/hyp.14385,Persaud-2021-Ten
Designing for Recommending Intermediate States in A Scientific Workflow Management System,"Debasish Chakroborti, Banani Roy, Sristy Sumana Nath, ","To process a large amount of data sequentially and systematically, proper management of workflow components (i.e., modules, data, configurations, associations among ports and links) in a Scientific Workflow Management System (SWfMS) is inevitable. Managing data with provenance in a SWfMS to support reusability of workflows, modules, and data is not a simple task. Handling such components is even more burdensome for frequently assembled and executed complex workflows for investigating large datasets with different technologies (i.e., various learning algorithms or models). However, a great many studies propose various techniques and technologies for managing and recommending services in a SWfMS, but only a very few studies consider the management of data in a SWfMS for efficient storing and facilitating workflow executions. Furthermore, there is no study to inquire about the effectiveness and efficiency of such data management in a SWfMS from a user perspective. In this paper, we present and evaluate a GUI version of such a novel approach of intermediate data management with two use cases (Plant Phenotyping and Bioinformatics). The technique we call GUI-RISPTS (Recommending Intermediate States from Pipelines Considering Tool-States) can facilitate executions of workflows with processed data (i.e., intermediate outcomes of modules in a workflow) and can thus reduce the computational time of some modules in a SWfMS. We integrated GUI-RISPTS with an existing workflow management system called SciWorCS. In SciWorCS, we present an interface that users use for selecting the recommendation of intermediate states (i.e., modules' outcomes). We investigated GUI-RISPTS's effectiveness from users' perspectives along with measuring its overhead in terms of storage and efficiency in workflow execution.",G21-14001,1-29,10.1145/3457145,Chakroborti-2021-Designing
Putting Table Cartograms into Practice,"Mohammad Rakib Hasan, Debajyoti Mondal, Jarin Tasnim, Kevin A. Schneider, ",,G21-15001,91-102,10.1007/978-3-030-90439-5_8,Hasan-2021-Putting
Pyserini: A Python Toolkit for Reproducible Information Retrieval Research with Sparse and Dense Representations,"Jimmy Lin, Xueguang Ma, Sheng-Chieh Lin, Jheng-Hong Yang, Ronak Pradeep, Rodrigo Nogueira, ","Pyserini is a Python toolkit for reproducible information retrieval research with sparse and dense representations. It aims to provide effective, reproducible, and easy-to-use first-stage retrieval in a multi-stage ranking architecture. Our toolkit is self-contained as a standard Python package and comes with queries, relevance judgments, pre-built indexes, and evaluation scripts for many commonly used IR test collections. We aim to support, out of the box, the entire research lifecycle of efforts aimed at improving ranking with modern neural approaches. In particular, Pyserini supports sparse retrieval (e.g., BM25 scoring using bag-of-words representations), dense retrieval (e.g., nearest-neighbor search on transformer-encoded representations), as well as hybrid retrieval that integrates both approaches. This paper provides an overview of toolkit features and presents empirical results that illustrate its effectiveness on two popular ranking tasks. Around this toolkit, our group has built a culture of reproducibility through shared norms and tools that enable rigorous automated testing.",G21-16001,,10.1145/3404835.3463238,Lin-2021-Pyserini:
Great Lakes Runoff Intercomparison Project Phase 3: Lake Erie (GRIP-E),"Juliane Mai, Bryan A. Tolson, Hongren Shen, Étienne Gaborit, Vincent Fortin, Nicolas Gasset, Hervé Awoye, Tricia A. Stadnyk, Lauren M. Fry, Emily A. Bradley, Frank Seglenieks, André G. T. Temgoua, Daniel G. Princz, Shervan Gharari, Amin Haghnegahdar, Mohamed E. Elshamy, Saman Razavi, Martin Gauch, Jimmy Lin, Xiaojing Ni, Yongping Yuan, Meghan McLeod, Nandita B. Basu, Rohini Kumar, Oldrich Rakovec, Luis Samaniego, Sabine Attinger, Narayan K. Shrestha, Prasad Daggupati, Tirthankar Roy, Sungwook Wi, Tim Hunter, James R. Craig, Alain Pietroniro, ","AbstractHydrologic model intercomparison studies help to evaluate the agility of models to simulate variables such as streamflow, evaporation, and soil moisture. This study is the third in a sequen...",G21-17001,,10.1061/(asce)he.1943-5584.0002097,Mai-2021-Great
A Testing Approach While Re-engineering Legacy Systems: An Industrial Case Study,"Hamid Khodabandehloo, Banani Roy, Manishankar Mondal, Chanchal Roy, Kevin Schneider, ","Many organizations use legacy systems as these systems contain their valuable business rules. However, these legacy systems answer the past requirements but are difficult to maintain and evolve due to old technology use. In this situation, stockholders decide to renovate the system with a minimum amount of cost and risk. Although the renovation process is a more affordable choice over redevelopment, it comes with its risks such as performance loss and failure to obtain quality goals. A proper test process can minimize risks incorporated with the renovation process. This work introduces a testing model tailored for the migration and re-engineering process and employs test automation, which results in early bug detection. Moreover, the automated tests ensure functional sameness between the old and the new system. This process enhances reliability, accuracy, and speed of testing.",G21-18001,,10.1109/saner50967.2021.00073,Khodabandehloo-2021-A
Performance improvements to modern hydrological models via lookup table optimizations,"Christopher B. Marsh, Kevin R. Green, B. Wang, Raymond J. Spiteri, ","Distributed hydrological models predict the spatial variability in processes that govern observed mass and energy fluxes. A challenge associated with the use of these models is the computational burden associated with representing the Earth's (sub)surface via millions of computational elements. This burden is exacerbated as more complex process representations are included because their parameterizations involve computationally intensive mathematical functions. Lookup tables (LUTs) approximate a mathematical function by interpolating precomputed values of the function. Highly accurate approximations are possible for substantially reduced computational costs. In this work, a general methodology using the C++ LUT library FunC is applied to identify and replace computationally intensive mathematical function evaluations in the Canadian Hydrological Model (CHM). The use of LUTs introduces a pointwise relative error below 10 − 8 and provides a reduction in run time of almost 20%. This work shows how LUTs can be implemented with relatively little pain and yield significant computational savings for distributed hydrological models. • The Canadian Hydrological Model (CHM) is profiled and expensive mathematical functions identified. • FunC was used to replace the expensive mathematical functions in CHM with lookup tables. • The run-time performance of CHM was improved by approximately 20% on two realistic simulations. • A general methodology for using FunC to replace expensive mathematical functions with lookup tables is given.",G21-19001,105018,10.1016/j.envsoft.2021.105018,Marsh-2021-Performance
The proper care and feeding of CAMELS: How limited training data affects streamflow prediction,"Martin Gauch, Juliane Mai, Jimmy Lin, ","Accurate streamflow prediction largely relies on historical meteorological records and streamflow measurements. For many regions, however, such data are only scarcely available. Facing this problem, many studies simply trained their machine learning models on the region's available data, leaving possible repercussions of this strategy unclear. In this study, we evaluate the sensitivity of tree- and LSTM-based models to limited training data, both in terms of geographic diversity and different time spans. We feed the models meteorological observations disseminated with the CAMELS dataset, and individually restrict the training period length, number of training basins, and input sequence length. We quantify how additional training data improve predictions and how many previous days of forcings we should feed the models to obtain best predictions for each training set size. Further, our findings show that tree- and LSTM-based models provide similarly accurate predictions on small datasets, while LSTMs are superior given more training data.",G21-20001,104926,10.1016/j.envsoft.2020.104926,Gauch-2021-The
ArchiNet: A Concept-token based Approach for Determining Architectural Change Categories,"Amit Kumar, ",,G21-21001,,10.18293/seke2021-060,Kumar-2021-ArchiNet:
